order_id,customer_id,order_date,month,quarter,year,order_status,sales_channel,payment_method,discount_pct,subtotal,shipping_cost,order_total,delivery_days
O00507,C0353,9/27/2022,September,Q3,2022,Returned,In-Store,Apple Pay,0.1,1079.9,0,1079.9,
O00508,C0152,4/9/2022,April,Q2,2022,Delivered,In-Store,Apple Pay,0.05,222.72,0,222.72,8
O00509,C0490,11/23/2022,November,Q4,2022,Delivered,Online,Debit Card,0.2,153.2,0,153.2,7
O00510,C0352,8/29/2022,August,Q3,2022,Cancelled,In-Store,Google Pay,0,217.4,0,217.4,
O00511,C0396,11/27/2022,November,Q4,2022,Delivered,Online,Apple Pay,0.2,841.16,0,841.16,6
O00512,C0326,2/16/2022,February,Q1,2022,Pending,Online,Debit Card,0.1,1314.16,0,1314.16,
O00513,C0310,7/7/2023,July,Q3,2023,Delivered,Online,Credit Card,0.2,230.24,0,230.24,2
O00514,C0336,2/20/2022,February,Q1,2022,Delivered,Mobile App,Debit Card,0,842.5,0,842.5,6
O00515,C0170,2/28/2023,February,Q1,2023,Returned,Online,Credit Card,0.2,483.17,0,483.17,
O00516,C0022,6/10/2022,June,Q2,2022,Cancelled,Online,Debit Card,0.15,528.94,0,528.94,
O00517,C0442,3/28/2022,March,Q1,2022,Delivered,Mobile App,Apple Pay,0,711.54,0,711.54,10
O00518,C0471,6/5/2022,June,Q2,2022,Delivered,Mobile App,Google Pay,0.2,315.88,0,315.88,9
O00519,C0381,1/24/2022,January,Q1,2022,Cancelled,Online,Debit Card,0,683.02,0,683.02,
O00520,C0496,2/21/2023,February,Q1,2023,Pending,In-Store,Google Pay,0.1,923.7,0,923.7,
O00521,C0232,8/18/2022,August,Q3,2022,Delivered,Mobile App,Apple Pay,0,508.05,0,508.05,11
O00522,C0160,12/7/2022,December,Q4,2022,Delivered,Online,Google Pay,0,405.95,0,405.95,7
O00523,C0316,4/30/2023,April,Q2,2023,Delivered,Online,PayPal,0.05,460.96,0,460.96,10
O00524,C0209,1/6/2022,January,Q1,2022,Returned,Mobile App,Apple Pay,0.1,787.18,0,787.18,
O00525,C0440,3/25/2022,March,Q1,2022,Delivered,Online,Apple Pay,0,237.18,0,237.18,12
O00526,C0063,6/20/2022,June,Q2,2022,Pending,Online,Credit Card,0.05,628.64,0,628.64,
O00527,C0384,7/15/2023,July,Q3,2023,Delivered,Online,PayPal,0,1745.19,0,1745.19,9
O00528,C0351,7/29/2022,July,Q3,2022,Cancelled,Online,Apple Pay,0,954.96,0,954.96,
O00529,C0077,4/27/2023,April,Q2,2023,Delivered,In-Store,Debit Card,0,94.64,6.88,101.52,2
O00530,C0032,10/2/2023,October,Q4,2023,Delivered,Online,PayPal,0.15,1056.84,0,1056.84,6
O00531,C0320,2/17/2023,February,Q1,2023,Returned,Online,Google Pay,0,987.51,0,987.51,
O00532,C0301,10/23/2023,October,Q4,2023,Delivered,Mobile App,Google Pay,0.1,879.34,0,879.34,3
O00533,C0085,5/2/2023,May,Q2,2023,Delivered,Online,Credit Card,0,323.22,0,323.22,11
O00534,C0242,12/1/2022,December,Q4,2022,Delivered,Mobile App,Google Pay,0.05,1260.39,0,1260.39,10
O00535,C0432,8/8/2022,August,Q3,2022,Cancelled,Mobile App,Apple Pay,0.1,487.05,0,487.05,
O00536,C0286,3/22/2023,March,Q1,2023,Delivered,Online,PayPal,0.2,897.97,0,897.97,7
O00537,C0192,7/3/2022,July,Q3,2022,Returned,Online,PayPal,0.1,157.35,0,157.35,
O00538,C0159,12/3/2022,December,Q4,2022,Delivered,In-Store,Google Pay,0,440.14,0,440.14,11
O00539,C0141,10/20/2023,October,Q4,2023,Delivered,Online,PayPal,0,1580.65,0,1580.65,13
O00540,C0054,2/9/2022,February,Q1,2022,Delivered,Mobile App,Debit Card,0.15,584.54,0,584.54,6
O00541,C0050,7/12/2023,July,Q3,2023,Returned,Mobile App,Credit Card,0,1478.49,0,1478.49,
O00542,C0214,11/15/2023,November,Q4,2023,Delivered,Mobile App,Google Pay,0,252.72,0,252.72,8
O00543,C0023,10/10/2022,October,Q4,2022,Delivered,Mobile App,Credit Card,0,733.18,0,733.18,10
O00544,C0429,12/15/2023,December,Q4,2023,Pending,Online,Credit Card,0,359.73,0,359.73,
O00545,C0096,11/22/2022,November,Q4,2022,Delivered,Online,Debit Card,0.15,116.78,0,116.78,12
O00546,C0483,9/10/2022,September,Q3,2022,Returned,Mobile App,PayPal,0,1277.32,0,1277.32,
O00547,C0428,7/12/2022,July,Q3,2022,Returned,Mobile App,PayPal,0,714.03,0,714.03,
O00548,C0396,10/20/2023,October,Q4,2023,Delivered,Online,Google Pay,0.05,1709.09,0,1709.09,9
O00549,C0425,10/3/2022,October,Q4,2022,Returned,In-Store,Debit Card,0.05,192.35,0,192.35,
O00550,C0265,11/6/2023,November,Q4,2023,Pending,Mobile App,Apple Pay,0.1,478.53,0,478.53,
O00551,C0462,2/4/2022,February,Q1,2022,Delivered,In-Store,Credit Card,0,666.87,0,666.87,8
O00552,C0280,7/10/2022,July,Q3,2022,Pending,Mobile App,Apple Pay,0.1,194.52,0,194.52,
O00553,C0375,2/13/2023,February,Q1,2023,Returned,In-Store,PayPal,0.1,769.54,0,769.54,
O00554,C0489,8/15/2023,August,Q3,2023,Delivered,Mobile App,Google Pay,0,665.36,0,665.36,5
O00555,C0406,5/25/2022,May,Q2,2022,Pending,Online,Debit Card,0.05,479.12,0,479.12,
O00556,C0121,7/28/2022,July,Q3,2022,Delivered,Mobile App,Debit Card,0.15,934.56,0,934.56,8
O00557,C0343,1/21/2023,January,Q1,2023,Returned,Online,Apple Pay,0,1111.74,0,1111.74,
O00558,C0343,8/24/2023,August,Q3,2023,Returned,Mobile App,Debit Card,0.2,209.8,0,209.8,
O00559,C0175,5/29/2023,May,Q2,2023,Delivered,Online,Debit Card,0,42.43,3.17,45.6,7
O00560,C0048,12/14/2022,December,Q4,2022,Delivered,Online,Debit Card,0,810.44,0,810.44,14
O00561,C0055,4/22/2023,April,Q2,2023,Delivered,Online,Apple Pay,0.2,189.74,0,189.74,3
O00562,C0295,6/4/2023,June,Q2,2023,Pending,Online,Apple Pay,0.15,950.02,0,950.02,
O00563,C0400,4/30/2023,April,Q2,2023,Delivered,Online,Debit Card,0.05,824.26,0,824.26,5
O00564,C0102,6/12/2023,June,Q2,2023,Delivered,Online,Apple Pay,0,1534.77,0,1534.77,13
O00565,C0420,1/25/2022,January,Q1,2022,Delivered,In-Store,PayPal,0.05,673.42,0,673.42,9
O00566,C0379,2/10/2023,February,Q1,2023,Delivered,Online,Google Pay,0,713.78,0,713.78,6
O00567,C0498,4/15/2023,April,Q2,2023,Pending,Online,Credit Card,0,663.35,0,663.35,
O00568,C0196,6/9/2023,June,Q2,2023,Delivered,In-Store,Apple Pay,0.05,263.52,0,263.52,12
O00569,C0335,3/23/2022,March,Q1,2022,Delivered,Mobile App,Google Pay,0,1260.33,0,1260.33,12
O00570,C0353,7/10/2022,July,Q3,2022,Delivered,Mobile App,Apple Pay,0,725.24,0,725.24,5
O00571,C0137,4/19/2023,April,Q2,2023,Delivered,Mobile App,Debit Card,0,1016.72,0,1016.72,7
O00572,C0326,9/2/2023,September,Q3,2023,Delivered,Online,Google Pay,0,935.95,0,935.95,12
O00573,C0088,11/21/2023,November,Q4,2023,Cancelled,Online,Credit Card,0.15,1212.93,0,1212.93,
O00574,C0150,11/19/2022,November,Q4,2022,Pending,Online,Debit Card,0.1,921.6,0,921.6,
O00575,C0121,1/20/2023,January,Q1,2023,Delivered,Mobile App,Credit Card,0,836.42,0,836.42,3
O00576,C0443,6/12/2022,June,Q2,2022,Delivered,In-Store,Debit Card,0.05,2144.49,0,2144.49,4
O00577,C0440,2/18/2023,February,Q1,2023,Pending,In-Store,Apple Pay,0,1713.12,0,1713.12,
O00578,C0335,3/5/2023,March,Q1,2023,Delivered,Mobile App,Credit Card,0.1,1399.75,0,1399.75,10
O00579,C0128,6/20/2022,June,Q2,2022,Delivered,In-Store,Credit Card,0.15,784.05,0,784.05,12
O00580,C0472,7/24/2022,July,Q3,2022,Delivered,In-Store,Credit Card,0,992.08,0,992.08,13
O00581,C0091,4/18/2023,April,Q2,2023,Delivered,Mobile App,Debit Card,0.05,79.44,10.23,89.67,7
O00582,C0444,6/17/2023,June,Q2,2023,Delivered,Online,Apple Pay,0,1993.11,0,1993.11,14
O00583,C0422,2/10/2022,February,Q1,2022,Delivered,Mobile App,Apple Pay,0.05,867.84,0,867.84,11
O00584,C0174,5/26/2022,May,Q2,2022,Pending,Mobile App,PayPal,0,851.95,0,851.95,
O00585,C0386,9/8/2022,September,Q3,2022,Delivered,In-Store,Apple Pay,0,971.1,0,971.1,9
O00586,C0148,1/27/2022,January,Q1,2022,Delivered,Mobile App,PayPal,0.15,714.33,0,714.33,8
O00587,C0366,3/27/2023,March,Q1,2023,Delivered,Mobile App,Debit Card,0.1,1120.52,0,1120.52,3
O00588,C0300,1/13/2022,January,Q1,2022,Delivered,Mobile App,Google Pay,0.05,887.43,0,887.43,6
O00589,C0194,5/12/2023,May,Q2,2023,Pending,Mobile App,Apple Pay,0.05,259.61,0,259.61,
O00590,C0106,8/18/2022,August,Q3,2022,Cancelled,Mobile App,Credit Card,0.15,679.22,0,679.22,
O00591,C0431,6/21/2023,June,Q2,2023,Returned,In-Store,Credit Card,0.05,378.24,0,378.24,
O00592,C0284,7/2/2023,July,Q3,2023,Delivered,Online,Google Pay,0.1,118.38,0,118.38,13
O00593,C0379,7/7/2022,July,Q3,2022,Returned,Online,Debit Card,0,912.93,0,912.93,
O00594,C0376,3/7/2022,March,Q1,2022,Cancelled,Online,Debit Card,0,808.96,0,808.96,
O00595,C0275,2/22/2022,February,Q1,2022,Delivered,Mobile App,Apple Pay,0,598.52,0,598.52,8
O00596,C0154,8/6/2023,August,Q3,2023,Delivered,Online,Apple Pay,0.2,86.44,12.09,98.53,10
O00597,C0387,4/13/2023,April,Q2,2023,Cancelled,Online,Google Pay,0,489.93,0,489.93,
O00598,C0169,6/4/2023,June,Q2,2023,Cancelled,In-Store,PayPal,0.2,1258.49,0,1258.49,
O00599,C0250,1/7/2022,January,Q1,2022,Pending,Online,Debit Card,0,1167.56,0,1167.56,
O00600,C0422,7/7/2022,July,Q3,2022,Delivered,Mobile App,Debit Card,0,348.42,0,348.42,11
O00601,C0154,9/17/2023,September,Q3,2023,Delivered,In-Store,Debit Card,0,323.66,0,323.66,6
O00602,C0490,6/13/2023,June,Q2,2023,Delivered,In-Store,Debit Card,0,1692.43,0,1692.43,7
O00603,C0289,2/7/2023,February,Q1,2023,Delivered,Online,Credit Card,0.05,1013.52,0,1013.52,1
O00604,C0165,3/14/2023,March,Q1,2023,Delivered,Mobile App,Google Pay,0.15,780.65,0,780.65,12
O00605,C0304,4/27/2023,April,Q2,2023,Delivered,Online,Debit Card,0,660.21,0,660.21,1
O00606,C0052,2/27/2022,February,Q1,2022,Cancelled,Mobile App,PayPal,0.05,745.6,0,745.6,
O00607,C0302,11/3/2022,November,Q4,2022,Delivered,Online,Debit Card,0,793.32,0,793.32,14
O00608,C0150,12/8/2023,December,Q4,2023,Delivered,Online,PayPal,0.2,370.1,0,370.1,3
O00609,C0165,4/25/2023,April,Q2,2023,Pending,In-Store,PayPal,0,1022.51,0,1022.51,
O00610,C0072,5/3/2022,May,Q2,2022,Delivered,Online,Apple Pay,0.2,874.56,0,874.56,8
O00611,C0145,8/12/2023,August,Q3,2023,Delivered,Online,Google Pay,0,721.56,0,721.56,11
O00612,C0098,3/16/2022,March,Q1,2022,Cancelled,Online,Apple Pay,0.15,1063.22,0,1063.22,
O00613,C0295,10/28/2022,October,Q4,2022,Delivered,Online,Credit Card,0,217.08,0,217.08,5
O00614,C0439,8/17/2022,August,Q3,2022,Pending,Mobile App,Google Pay,0,809.72,0,809.72,
O00615,C0274,9/9/2023,September,Q3,2023,Delivered,Mobile App,PayPal,0,68.62,9.87,78.49,4
O00616,C0156,6/17/2022,June,Q2,2022,Cancelled,Mobile App,Debit Card,0.2,611.44,0,611.44,
O00617,C0229,3/26/2023,March,Q1,2023,Returned,Mobile App,Apple Pay,0.1,1227.95,0,1227.95,
O00618,C0184,11/21/2022,November,Q4,2022,Returned,Mobile App,Credit Card,0.2,1047.49,0,1047.49,
O00619,C0493,4/13/2022,April,Q2,2022,Delivered,In-Store,Credit Card,0.05,1290.66,0,1290.66,5
O00620,C0374,10/25/2023,October,Q4,2023,Delivered,Mobile App,Debit Card,0,731.52,0,731.52,10
O00621,C0411,8/3/2022,August,Q3,2022,Delivered,Mobile App,Apple Pay,0.2,535.35,0,535.35,13
O00622,C0084,1/31/2022,January,Q1,2022,Returned,In-Store,Apple Pay,0.15,901.03,0,901.03,
O00623,C0468,2/22/2023,February,Q1,2023,Delivered,Mobile App,Google Pay,0,103.61,0,103.61,6
O00624,C0460,8/17/2022,August,Q3,2022,Delivered,Online,Credit Card,0.05,392.66,0,392.66,8
O00625,C0069,9/10/2023,September,Q3,2023,Cancelled,Online,Apple Pay,0,253.24,0,253.24,
O00626,C0188,9/21/2023,September,Q3,2023,Pending,Online,Google Pay,0,126.62,0,126.62,
O00627,C0067,5/27/2022,May,Q2,2022,Delivered,Online,Apple Pay,0,344.65,0,344.65,12
O00628,C0338,11/5/2022,November,Q4,2022,Pending,Mobile App,Google Pay,0.1,1002.54,0,1002.54,
O00629,C0383,1/30/2023,January,Q1,2023,Returned,Mobile App,Credit Card,0,291.91,0,291.91,
O00630,C0083,2/11/2023,February,Q1,2023,Delivered,Mobile App,Apple Pay,0.05,1207.55,0,1207.55,5
O00631,C0280,3/27/2023,March,Q1,2023,Cancelled,Mobile App,PayPal,0,322.94,0,322.94,
O00632,C0414,5/15/2023,May,Q2,2023,Delivered,In-Store,Google Pay,0,651.74,0,651.74,9
O00633,C0365,10/30/2022,October,Q4,2022,Delivered,In-Store,Apple Pay,0.05,464.74,0,464.74,4
O00634,C0073,11/28/2023,November,Q4,2023,Delivered,Mobile App,PayPal,0.1,687.18,0,687.18,13
O00635,C0273,1/7/2023,January,Q1,2023,Delivered,In-Store,Debit Card,0,827.36,0,827.36,9
O00636,C0483,9/17/2023,September,Q3,2023,Returned,In-Store,Credit Card,0.05,754.49,0,754.49,
O00637,C0129,12/27/2023,December,Q4,2023,Returned,Mobile App,Google Pay,0,445.92,0,445.92,
O00638,C0331,3/6/2023,March,Q1,2023,Returned,Mobile App,PayPal,0,1087.05,0,1087.05,
O00639,C0390,12/2/2022,December,Q4,2022,Delivered,Mobile App,PayPal,0.1,264.3,0,264.3,8
O00640,C0119,11/8/2023,November,Q4,2023,Cancelled,Online,Google Pay,0.15,1506.59,0,1506.59,
O00641,C0219,8/23/2023,August,Q3,2023,Pending,In-Store,Debit Card,0.1,499.89,0,499.89,
O00642,C0124,11/12/2023,November,Q4,2023,Delivered,Online,Credit Card,0.15,1418.07,0,1418.07,1
O00643,C0052,1/1/2024,January,Q1,2024,Returned,Mobile App,Apple Pay,0,1855.49,0,1855.49,
O00644,C0446,11/15/2023,November,Q4,2023,Delivered,Mobile App,Credit Card,0.1,703.55,0,703.55,12
O00645,C0382,2/10/2022,February,Q1,2022,Pending,Online,Google Pay,0.2,900.16,0,900.16,
O00646,C0093,1/25/2022,January,Q1,2022,Delivered,In-Store,Apple Pay,0.2,743.74,0,743.74,13
O00647,C0025,11/29/2022,November,Q4,2022,Cancelled,Mobile App,Debit Card,0.1,1152.39,0,1152.39,
O00648,C0379,8/22/2022,August,Q3,2022,Cancelled,Online,Credit Card,0.15,968.3,0,968.3,
O00649,C0180,12/12/2022,December,Q4,2022,Delivered,Mobile App,Debit Card,0,1629.01,0,1629.01,7
O00650,C0317,12/14/2023,December,Q4,2023,Returned,Online,Credit Card,0.15,433.71,0,433.71,
O00651,C0437,9/27/2022,September,Q3,2022,Delivered,Mobile App,PayPal,0.05,599.9,0,599.9,2
O00652,C0166,8/19/2022,August,Q3,2022,Delivered,Mobile App,Google Pay,0,860.2,0,860.2,5
O00653,C0125,1/22/2022,January,Q1,2022,Pending,Online,Google Pay,0.1,1535.74,0,1535.74,
O00654,C0412,9/27/2022,September,Q3,2022,Delivered,In-Store,Debit Card,0,1584.24,0,1584.24,13
O00655,C0260,12/27/2023,December,Q4,2023,Delivered,Online,Google Pay,0,1043.63,0,1043.63,8
O00656,C0303,3/23/2023,March,Q1,2023,Delivered,Online,Google Pay,0.05,341.13,0,341.13,6
O00657,C0245,12/25/2023,December,Q4,2023,Delivered,In-Store,Credit Card,0.15,988.82,0,988.82,8
O00658,C0221,12/23/2023,December,Q4,2023,Delivered,Mobile App,Apple Pay,0,890.48,0,890.48,10
O00659,C0409,6/5/2023,June,Q2,2023,Delivered,Mobile App,Google Pay,0,954.28,0,954.28,12
O00660,C0100,9/12/2022,September,Q3,2022,Delivered,Online,Apple Pay,0.15,477.32,0,477.32,12
O00661,C0486,12/3/2023,December,Q4,2023,Delivered,Online,Apple Pay,0,1180.86,0,1180.86,5
O00662,C0206,7/25/2022,July,Q3,2022,Delivered,Online,PayPal,0.05,757.53,0,757.53,9
O00663,C0031,12/1/2023,December,Q4,2023,Delivered,Mobile App,Credit Card,0.1,616.98,0,616.98,14
O00664,C0036,6/26/2022,June,Q2,2022,Pending,Mobile App,Google Pay,0,929.13,0,929.13,
O00665,C0294,7/1/2022,July,Q3,2022,Delivered,Mobile App,Debit Card,0.2,1110.82,0,1110.82,10
O00666,C0266,6/21/2022,June,Q2,2022,Pending,Mobile App,Google Pay,0,513.88,0,513.88,
O00667,C0476,11/6/2023,November,Q4,2023,Pending,Online,Google Pay,0,580.48,0,580.48,
O00668,C0416,11/7/2023,November,Q4,2023,Delivered,In-Store,Google Pay,0.1,194.52,0,194.52,9
O00669,C0202,7/14/2023,July,Q3,2023,Cancelled,In-Store,Debit Card,0.05,915.05,0,915.05,
O00670,C0194,3/26/2022,March,Q1,2022,Delivered,Online,Credit Card,0,1277.09,0,1277.09,5
O00671,C0457,8/25/2023,August,Q3,2023,Delivered,Online,Google Pay,0,754.92,0,754.92,1
O00672,C0422,12/2/2023,December,Q4,2023,Delivered,Mobile App,PayPal,0.15,536.43,0,536.43,10
O00673,C0328,9/20/2023,September,Q3,2023,Delivered,Online,Debit Card,0.15,287.44,0,287.44,4
O00674,C0338,12/5/2022,December,Q4,2022,Delivered,Mobile App,PayPal,0.2,491.95,0,491.95,10
O00675,C0343,9/22/2022,September,Q3,2022,Cancelled,Mobile App,PayPal,0.05,546.96,0,546.96,
O00676,C0022,12/14/2023,December,Q4,2023,Delivered,Mobile App,Credit Card,0.15,661.2,0,661.2,5
O00677,C0275,10/21/2022,October,Q4,2022,Cancelled,Online,Credit Card,0.05,528.18,0,528.18,
O00678,C0246,4/22/2022,April,Q2,2022,Returned,Online,Apple Pay,0,286.65,0,286.65,
O00679,C0124,3/23/2023,March,Q1,2023,Pending,Mobile App,Apple Pay,0.1,619,0,619,
O00680,C0008,6/6/2022,June,Q2,2022,Cancelled,Mobile App,PayPal,0.05,1053.62,0,1053.62,
O00681,C0116,7/8/2022,July,Q3,2022,Delivered,Online,Credit Card,0.2,335.6,0,335.6,9
O00682,C0083,5/27/2022,May,Q2,2022,Delivered,Online,Credit Card,0.05,797.93,0,797.93,3
O00683,C0462,4/17/2022,April,Q2,2022,Delivered,Online,Credit Card,0.1,725.13,0,725.13,10
O00684,C0280,3/17/2022,March,Q1,2022,Pending,Mobile App,Apple Pay,0,726.72,0,726.72,
O00685,C0231,9/1/2022,September,Q3,2022,Cancelled,In-Store,Apple Pay,0.05,1210.19,0,1210.19,
O00686,C0379,1/22/2022,January,Q1,2022,Cancelled,Mobile App,Credit Card,0.05,1130.12,0,1130.12,
O00687,C0228,2/2/2023,February,Q1,2023,Delivered,In-Store,PayPal,0.15,999.39,0,999.39,6
O00688,C0461,4/20/2023,April,Q2,2023,Delivered,In-Store,Debit Card,0.05,1577.85,0,1577.85,6
O00689,C0283,6/10/2022,June,Q2,2022,Delivered,Mobile App,Apple Pay,0,1506.22,0,1506.22,3
O00690,C0211,11/21/2022,November,Q4,2022,Returned,Mobile App,Apple Pay,0,1236.09,0,1236.09,
O00691,C0437,4/3/2022,April,Q2,2022,Delivered,Mobile App,Debit Card,0,1310.33,0,1310.33,12
O00692,C0090,10/24/2022,October,Q4,2022,Delivered,Mobile App,Debit Card,0,782.11,0,782.11,11
O00693,C0241,12/18/2023,December,Q4,2023,Returned,Online,Debit Card,0.05,647.69,0,647.69,
O00694,C0301,12/6/2023,December,Q4,2023,Pending,Mobile App,Google Pay,0,1022.86,0,1022.86,
O00695,C0036,7/1/2022,July,Q3,2022,Cancelled,Online,Debit Card,0,442.73,0,442.73,
O00696,C0182,9/10/2023,September,Q3,2023,Delivered,Mobile App,Google Pay,0.05,1192.21,0,1192.21,11
O00697,C0123,12/19/2023,December,Q4,2023,Cancelled,Online,Apple Pay,0,761.73,0,761.73,
O00698,C0447,10/2/2023,October,Q4,2023,Delivered,In-Store,Apple Pay,0,348.26,0,348.26,1
O00699,C0356,11/20/2023,November,Q4,2023,Delivered,In-Store,PayPal,0.2,898.56,0,898.56,9
O00700,C0099,5/16/2023,May,Q2,2023,Cancelled,Online,Apple Pay,0.15,505.92,0,505.92,
O00701,C0039,7/1/2022,July,Q3,2022,Delivered,Mobile App,Google Pay,0.2,902.81,0,902.81,3
O00702,C0299,10/4/2023,October,Q4,2023,Delivered,Online,Google Pay,0,1051.6,0,1051.6,4
O00703,C0026,3/23/2022,March,Q1,2022,Delivered,Mobile App,Debit Card,0.05,1107.91,0,1107.91,1
O00704,C0041,6/30/2022,June,Q2,2022,Cancelled,Mobile App,Google Pay,0.1,402.96,0,402.96,
O00705,C0435,11/26/2022,November,Q4,2022,Delivered,Online,Google Pay,0,611.63,0,611.63,5
O00706,C0423,12/20/2022,December,Q4,2022,Delivered,In-Store,PayPal,0.2,413.02,0,413.02,12
O00707,C0031,9/27/2023,September,Q3,2023,Delivered,Online,Credit Card,0.15,1330.8,0,1330.8,8
O00708,C0184,5/7/2023,May,Q2,2023,Pending,In-Store,Apple Pay,0,1340.83,0,1340.83,
O00709,C0451,4/18/2023,April,Q2,2023,Delivered,Online,Apple Pay,0.05,988.61,0,988.61,7
O00710,C0188,1/15/2022,January,Q1,2022,Delivered,Mobile App,Google Pay,0,1384.46,0,1384.46,3
O00711,C0156,7/17/2023,July,Q3,2023,Returned,Mobile App,Apple Pay,0.1,714.58,0,714.58,
O00712,C0035,11/28/2022,November,Q4,2022,Cancelled,Mobile App,Debit Card,0.1,1173.62,0,1173.62,
O00713,C0220,9/19/2023,September,Q3,2023,Delivered,Mobile App,PayPal,0,206.07,0,206.07,6
O00714,C0290,4/30/2023,April,Q2,2023,Delivered,Online,PayPal,0.05,124.95,0,124.95,12
O00715,C0120,11/17/2022,November,Q4,2022,Cancelled,Mobile App,PayPal,0.1,1048.47,0,1048.47,
O00716,C0289,4/27/2023,April,Q2,2023,Delivered,Mobile App,Credit Card,0.05,475.83,0,475.83,2
O00717,C0271,5/18/2023,May,Q2,2023,Cancelled,Online,Apple Pay,0.05,1134.89,0,1134.89,
O00718,C0423,9/28/2023,September,Q3,2023,Delivered,In-Store,PayPal,0.05,1569.86,0,1569.86,12
O00719,C0454,7/19/2022,July,Q3,2022,Returned,Online,Apple Pay,0.15,477.97,0,477.97,
O00720,C0041,1/13/2023,January,Q1,2023,Delivered,Online,Apple Pay,0.1,727.18,0,727.18,3
O00721,C0301,5/12/2022,May,Q2,2022,Delivered,Online,Credit Card,0.2,620.34,0,620.34,11
O00722,C0223,10/24/2023,October,Q4,2023,Delivered,Mobile App,PayPal,0.1,1231.15,0,1231.15,12
O00723,C0368,1/1/2024,January,Q1,2024,Pending,Online,Credit Card,0,546.96,0,546.96,
O00724,C0048,1/4/2023,January,Q1,2023,Delivered,Online,Apple Pay,0,1136.7,0,1136.7,12
O00725,C0080,7/16/2023,July,Q3,2023,Returned,Online,Debit Card,0,202.47,0,202.47,
O00726,C0029,10/23/2023,October,Q4,2023,Delivered,Mobile App,Apple Pay,0,156.57,0,156.57,3
O00727,C0489,5/21/2022,May,Q2,2022,Delivered,Online,Apple Pay,0,1017.2,0,1017.2,10
O00728,C0019,8/2/2022,August,Q3,2022,Pending,Online,PayPal,0.15,371.42,0,371.42,
O00729,C0109,6/5/2022,June,Q2,2022,Cancelled,In-Store,Google Pay,0,323.22,0,323.22,
O00730,C0428,7/26/2022,July,Q3,2022,Delivered,Mobile App,PayPal,0,1109.65,0,1109.65,13
O00731,C0208,7/29/2022,July,Q3,2022,Delivered,Online,Apple Pay,0.2,649.13,0,649.13,14
O00732,C0354,11/22/2023,November,Q4,2023,Cancelled,In-Store,Apple Pay,0,496.65,0,496.65,
O00733,C0262,1/25/2022,January,Q1,2022,Delivered,Mobile App,Debit Card,0.2,848.42,0,848.42,10
O00734,C0386,6/19/2022,June,Q2,2022,Pending,Mobile App,Google Pay,0,751.11,0,751.11,
O00735,C0156,4/1/2023,April,Q2,2023,Delivered,Online,Credit Card,0,1819.35,0,1819.35,2
O00736,C0155,5/26/2022,May,Q2,2022,Pending,Mobile App,Credit Card,0.15,752.23,0,752.23,
O00737,C0234,8/17/2023,August,Q3,2023,Cancelled,Online,Google Pay,0.05,637.73,0,637.73,
O00738,C0255,3/19/2023,March,Q1,2023,Delivered,Mobile App,Credit Card,0.1,1033.58,0,1033.58,14
O00739,C0097,8/29/2022,August,Q3,2022,Delivered,Online,Google Pay,0.2,632.99,0,632.99,14
O00740,C0242,7/12/2023,July,Q3,2023,Delivered,In-Store,Google Pay,0.1,646.16,0,646.16,10
O00741,C0206,1/17/2023,January,Q1,2023,Delivered,In-Store,Debit Card,0.2,1221.55,0,1221.55,11
O00742,C0239,4/7/2023,April,Q2,2023,Delivered,In-Store,Google Pay,0.2,788.49,0,788.49,14
O00743,C0409,8/11/2023,August,Q3,2023,Returned,Online,Credit Card,0.2,411.72,0,411.72,
O00744,C0054,8/13/2023,August,Q3,2023,Cancelled,Mobile App,Debit Card,0.15,681.96,0,681.96,
O00745,C0251,4/30/2022,April,Q2,2022,Delivered,Mobile App,Apple Pay,0.1,1294.77,0,1294.77,4
O00746,C0328,10/22/2023,October,Q4,2023,Delivered,Mobile App,Credit Card,0.2,982.11,0,982.11,14
O00747,C0098,1/25/2022,January,Q1,2022,Delivered,In-Store,Credit Card,0,484.41,0,484.41,2
O00748,C0130,4/9/2023,April,Q2,2023,Delivered,In-Store,Apple Pay,0,269.85,0,269.85,6
O00749,C0199,1/19/2023,January,Q1,2023,Cancelled,Online,Google Pay,0.1,719.98,0,719.98,
O00750,C0017,5/27/2023,May,Q2,2023,Delivered,Online,PayPal,0.15,1243.26,0,1243.26,11
O00751,C0252,1/28/2022,January,Q1,2022,Delivered,Online,Credit Card,0.05,973.33,0,973.33,8
O00752,C0018,11/27/2022,November,Q4,2022,Pending,Mobile App,Google Pay,0.05,1284.84,0,1284.84,
O00753,C0036,5/30/2023,May,Q2,2023,Pending,In-Store,Google Pay,0.05,983,0,983,
O00754,C0061,12/16/2023,December,Q4,2023,Delivered,Online,PayPal,0.2,661.79,0,661.79,4
O00755,C0003,2/1/2023,February,Q1,2023,Delivered,Online,PayPal,0,806.74,0,806.74,12
O00756,C0228,12/19/2023,December,Q4,2023,Delivered,Mobile App,Debit Card,0,541.11,0,541.11,8
O00757,C0255,1/11/2023,January,Q1,2023,Delivered,Mobile App,PayPal,0.15,1021.06,0,1021.06,2
O00758,C0135,11/12/2023,November,Q4,2023,Pending,Online,Google Pay,0,1023.88,0,1023.88,
O00759,C0229,11/7/2023,November,Q4,2023,Cancelled,Online,Credit Card,0.2,587.6,0,587.6,
O00760,C0076,11/4/2022,November,Q4,2022,Delivered,Online,PayPal,0,873.15,0,873.15,10
