item_id,order_id,product_id,product_name,brand,category,size,quantity,unit_price,discount_pct,discount_amount,line_total
I02114,O00820,P0105,Vans Sandals Pro,Vans,Sandals,39,3,217.4,0,0.00,652.2
I02115,O00821,P0010,Nike Sports Pro,Nike,Sports,45,3,198.22,0.15,29.73,505.47
I02116,O00821,P0059,Reebok Casual Pro,Reebok,Casual,42,2,267.44,0.15,40.12,454.64
I02117,O00822,P0102,Vans Sports Classic,Vans,Sports,36,2,65.96,0,0.00,131.92
I02118,O00822,P0001,Nike Running Classic,Nike,Running,40,1,128.64,0,0.00,128.64
I02119,O00823,P0154,Skechers Sports Pro,Skechers,Sports,39,3,170.08,0.2,34.02,408.18
I02120,O00823,P0170,Clarks Formal Pro,Clarks,Formal,44,3,135.46,0.2,27.09,325.11
I02121,O00823,P0014,Nike Sandals Classic,Nike,Sandals,37,2,62.88,0.2,12.58,100.6
I02122,O00823,P0128,Timberland Running Classic,Timberland,Running,42,1,42.43,0.2,8.49,33.94
I02123,O00824,P0085,New Balance Sandals Classic,New Balance,Sandals,43,1,211.95,0,0.00,211.95
I02124,O00824,P0166,Clarks Casual Pro,Clarks,Casual,37,1,173.51,0,0.00,173.51
I02125,O00825,P0110,Converse Running Classic,Converse,Running,38,3,168.23,0,0.00,504.69
I02126,O00825,P0053,Puma Boots Classic,Puma,Boots,37,2,181.32,0,0.00,362.64
I02127,O00826,P0032,Adidas Sandals Pro,Adidas,Sandals,40,1,240.85,0.2,48.17,192.68
I02128,O00826,P0001,Nike Running Classic,Nike,Running,37,1,128.64,0.2,25.73,102.91
I02129,O00826,P0062,Reebok Formal Classic,Reebok,Formal,41,2,106.93,0.2,21.39,171.08
I02130,O00827,P0022,Adidas Casual Pro,Adidas,Casual,42,1,95.55,0,0.00,95.55
I02131,O00827,P0092,Vans Running Classic,Vans,Running,44,1,154.87,0,0.00,154.87
I02132,O00827,P0024,Adidas Casual Pro,Adidas,Casual,36,2,117.98,0,0.00,235.96
I02133,O00827,P0091,Vans Running Pro,Vans,Running,37,3,87.71,0,0.00,263.13
I02134,O00828,P0123,Converse Sandals Classic,Converse,Sandals,41,1,169.35,0,0.00,169.35
I02135,O00828,P0162,Skechers Boots Pro,Skechers,Boots,42,2,201.91,0,0.00,403.82
I02136,O00828,P0090,New Balance Boots Pro,New Balance,Boots,44,1,156.65,0,0.00,156.65
I02137,O00829,P0124,Converse Boots Pro,Converse,Boots,37,3,95.75,0.15,14.36,244.17
I02138,O00829,P0151,Skechers Formal Pro,Skechers,Formal,39,3,86.04,0.15,12.91,219.39
I02139,O00830,P0011,Nike Sports Pro,Nike,Sports,45,1,156.57,0,0.00,156.57
I02140,O00830,P0010,Nike Sports Pro,Nike,Sports,36,2,198.22,0,0.00,396.44
I02141,O00830,P0116,Converse Formal Pro,Converse,Formal,41,3,48.53,0,0.00,145.59
I02142,O00830,P0049,Puma Sandals Pro,Puma,Sandals,41,3,240.06,0,0.00,720.18
I02143,O00831,P0025,Adidas Formal Classic,Adidas,Formal,37,3,153.76,0.2,30.75,369.03
I02144,O00831,P0153,Skechers Formal Classic,Skechers,Formal,38,3,130.96,0.2,26.19,314.31
I02145,O00831,P0134,Timberland Formal Classic,Timberland,Formal,43,2,132.85,0.2,26.57,212.56
I02146,O00832,P0164,Clarks Running Classic,Clarks,Running,44,2,205.8,0.2,41.16,329.28
I02147,O00832,P0082,New Balance Sports Classic,New Balance,Sports,40,2,231.91,0.2,46.38,371.06
I02148,O00832,P0063,Reebok Formal Classic,Reebok,Formal,37,1,242.1,0.2,48.42,193.68
I02149,O00833,P0088,New Balance Boots Classic,New Balance,Boots,44,1,158.09,0,0.00,158.09
I02150,O00833,P0106,Vans Boots Pro,Vans,Boots,37,2,101.39,0,0.00,202.78
I02151,O00834,P0084,New Balance Sports Pro,New Balance,Sports,44,1,34.31,0,0.00,34.31
I02152,O00834,P0048,Puma Sports Classic,Puma,Sports,45,3,161.47,0,0.00,484.41
I02153,O00834,P0024,Adidas Casual Pro,Adidas,Casual,41,1,117.98,0,0.00,117.98
I02154,O00835,P0055,Reebok Running Pro,Reebok,Running,36,1,140.18,0.1,14.02,126.16
I02155,O00835,P0150,Skechers Casual Classic,Skechers,Casual,40,2,41.33,0.1,4.13,74.4
I02156,O00835,P0021,Adidas Running Classic,Adidas,Running,44,3,173.38,0.1,17.34,468.12
I02157,O00836,P0011,Nike Sports Pro,Nike,Sports,41,1,156.57,0.2,31.31,125.26
I02158,O00836,P0080,New Balance Formal Pro,New Balance,Formal,36,2,197.43,0.2,39.49,315.88
I02159,O00836,P0108,Vans Boots Pro,Vans,Boots,37,1,98.67,0.2,19.73,78.94
I02160,O00837,P0093,Vans Running Pro,Vans,Running,44,2,231.31,0.05,11.57,439.48
I02161,O00838,P0167,Clarks Casual Classic,Clarks,Casual,37,3,173.3,0,0.00,519.9
I02162,O00838,P0146,Skechers Running Pro,Skechers,Running,36,3,223.18,0,0.00,669.54
I02163,O00839,P0002,Nike Running Classic,Nike,Running,40,3,108.24,0.05,5.41,308.49
I02164,O00839,P0175,Clarks Sandals Pro,Clarks,Sandals,39,3,232.79,0.05,11.64,663.45
I02165,O00840,P0100,Vans Sports Pro,Vans,Sports,44,1,75.37,0.15,11.31,64.06
I02166,O00841,P0032,Adidas Sandals Pro,Adidas,Sandals,43,3,240.85,0.1,24.09,650.28
I02167,O00841,P0108,Vans Boots Pro,Vans,Boots,37,1,98.67,0.1,9.87,88.8
I02168,O00841,P0066,Reebok Sports Pro,Reebok,Sports,45,2,120.88,0.1,12.09,217.58
I02169,O00841,P0166,Clarks Casual Pro,Clarks,Casual,40,1,173.51,0.1,17.35,156.16
I02170,O00842,P0011,Nike Sports Pro,Nike,Sports,36,1,156.57,0.15,23.49,133.08
I02171,O00842,P0060,Reebok Casual Classic,Reebok,Casual,37,3,149.19,0.15,22.38,380.43
I02172,O00843,P0167,Clarks Casual Classic,Clarks,Casual,37,3,173.3,0,0.00,519.9
I02173,O00843,P0054,Puma Boots Classic,Puma,Boots,36,3,118.57,0,0.00,355.71
I02174,O00844,P0166,Clarks Casual Pro,Clarks,Casual,42,2,173.51,0,0.00,347.02
I02175,O00844,P0032,Adidas Sandals Pro,Adidas,Sandals,44,2,240.85,0,0.00,481.7
I02176,O00844,P0095,Vans Casual Classic,Vans,Casual,40,3,135.18,0,0.00,405.54
I02177,O00845,P0049,Puma Sandals Pro,Puma,Sandals,39,3,240.06,0,0.00,720.18
I02178,O00845,P0171,Clarks Formal Classic,Clarks,Formal,43,2,76.64,0,0.00,153.28
I02179,O00846,P0016,Nike Boots Classic,Nike,Boots,39,2,242.75,0,0.00,485.5
I02180,O00846,P0118,Converse Sports Pro,Converse,Sports,37,2,199.3,0,0.00,398.6
I02181,O00846,P0135,Timberland Formal Classic,Timberland,Formal,38,2,163.29,0,0.00,326.58
I02182,O00847,P0151,Skechers Formal Pro,Skechers,Formal,39,3,86.04,0,0.00,258.12
I02183,O00847,P0117,Converse Formal Pro,Converse,Formal,39,2,160.02,0,0.00,320.04
I02184,O00847,P0090,New Balance Boots Pro,New Balance,Boots,40,3,156.65,0,0.00,469.95
I02185,O00847,P0078,New Balance Casual Pro,New Balance,Casual,42,2,201.57,0,0.00,403.14
I02186,O00848,P0061,Reebok Formal Pro,Reebok,Formal,42,2,131.13,0.2,26.23,209.8
I02187,O00848,P0166,Clarks Casual Pro,Clarks,Casual,44,1,173.51,0.2,34.70,138.81
I02188,O00849,P0066,Reebok Sports Pro,Reebok,Sports,40,1,120.88,0.1,12.09,108.79
I02189,O00849,P0177,Clarks Sandals Classic,Clarks,Sandals,44,3,48.76,0.1,4.88,131.64
I02190,O00850,P0073,New Balance Running Pro,New Balance,Running,39,2,173.47,0,0.00,346.94
I02191,O00851,P0006,Nike Casual Pro,Nike,Casual,44,3,277.39,0,0.00,832.17
I02192,O00851,P0084,New Balance Sports Pro,New Balance,Sports,45,2,34.31,0,0.00,68.62
I02193,O00852,P0079,New Balance Formal Classic,New Balance,Formal,45,2,49.37,0.15,7.41,83.92
I02194,O00852,P0109,Converse Running Pro,Converse,Running,42,1,197.63,0.15,29.64,167.99
I02195,O00852,P0065,Reebok Sports Pro,Reebok,Sports,45,3,197.81,0.15,29.67,504.42
I02196,O00852,P0179,Clarks Boots Pro,Clarks,Boots,45,3,89.95,0.15,13.49,229.38
I02197,O00853,P0084,New Balance Sports Pro,New Balance,Sports,39,2,34.31,0,0.00,68.62
I02198,O00853,P0012,Nike Sports Classic,Nike,Sports,41,3,160.99,0,0.00,482.97
I02199,O00853,P0087,New Balance Sandals Pro,New Balance,Sandals,39,2,143.9,0,0.00,287.8
I02200,O00853,P0092,Vans Running Classic,Vans,Running,44,2,154.87,0,0.00,309.74
I02201,O00854,P0106,Vans Boots Pro,Vans,Boots,39,1,101.39,0,0.00,101.39
I02202,O00855,P0035,Adidas Boots Classic,Adidas,Boots,39,1,61.13,0.15,9.17,51.96
I02203,O00856,P0151,Skechers Formal Pro,Skechers,Formal,39,2,86.04,0.15,12.91,146.26
I02204,O00857,P0162,Skechers Boots Pro,Skechers,Boots,36,1,201.91,0.1,20.19,181.72
I02205,O00858,P0106,Vans Boots Pro,Vans,Boots,37,1,101.39,0.2,20.28,81.11
I02206,O00858,P0085,New Balance Sandals Classic,New Balance,Sandals,45,3,211.95,0.2,42.39,508.68
I02207,O00859,P0116,Converse Formal Pro,Converse,Formal,36,1,48.53,0,0.00,48.53
I02208,O00859,P0143,Timberland Boots Classic,Timberland,Boots,37,3,198.02,0,0.00,594.06
I02209,O00859,P0179,Clarks Boots Pro,Clarks,Boots,45,3,89.95,0,0.00,269.85
I02210,O00860,P0012,Nike Sports Classic,Nike,Sports,39,1,160.99,0.15,24.15,136.84
I02211,O00860,P0046,Puma Sports Classic,Puma,Sports,38,1,123.12,0.15,18.47,104.65
I02212,O00861,P0031,Adidas Sandals Classic,Adidas,Sandals,42,2,137.65,0,0.00,275.3
I02213,O00861,P0053,Puma Boots Classic,Puma,Boots,37,1,181.32,0,0.00,181.32
I02214,O00861,P0094,Vans Casual Classic,Vans,Casual,43,1,142.26,0,0.00,142.26
I02215,O00861,P0161,Skechers Boots Pro,Skechers,Boots,36,2,161.57,0,0.00,323.14
I02216,O00862,P0041,Puma Casual Classic,Puma,Casual,37,1,103.61,0,0.00,103.61
I02217,O00863,P0134,Timberland Formal Classic,Timberland,Formal,45,3,132.85,0.15,19.93,338.76
I02218,O00863,P0143,Timberland Boots Classic,Timberland,Boots,43,2,198.02,0.15,29.70,336.64
I02219,O00863,P0174,Clarks Sports Pro,Clarks,Sports,45,1,207.55,0.15,31.13,176.42
I02220,O00863,P0136,Timberland Sports Classic,Timberland,Sports,45,3,105.48,0.15,15.82,268.98
I02221,O00864,P0081,New Balance Formal Classic,New Balance,Formal,36,3,156.16,0,0.00,468.48
I02222,O00864,P0067,Reebok Sandals Pro,Reebok,Sandals,42,1,202.47,0,0.00,202.47
I02223,O00864,P0156,Skechers Sports Pro,Skechers,Sports,42,2,220.07,0,0.00,440.14
I02224,O00864,P0055,Reebok Running Pro,Reebok,Running,43,3,140.18,0,0.00,420.54
I02225,O00865,P0180,Clarks Boots Pro,Clarks,Boots,37,3,207.68,0.15,31.15,529.59
I02226,O00866,P0060,Reebok Casual Classic,Reebok,Casual,36,1,149.19,0.1,14.92,134.27
I02227,O00866,P0033,Adidas Sandals Pro,Adidas,Sandals,45,3,126.62,0.1,12.66,341.88
I02228,O00867,P0024,Adidas Casual Pro,Adidas,Casual,41,2,117.98,0.1,11.80,212.36
I02229,O00867,P0067,Reebok Sandals Pro,Reebok,Sandals,38,3,202.47,0.1,20.25,546.66
I02230,O00868,P0057,Reebok Running Classic,Reebok,Running,38,3,149.13,0.2,29.83,357.9
I02231,O00868,P0179,Clarks Boots Pro,Clarks,Boots,43,3,89.95,0.2,17.99,215.88
I02232,O00868,P0163,Clarks Running Classic,Clarks,Running,42,1,291.91,0.2,58.38,233.53
I02233,O00868,P0023,Adidas Casual Classic,Adidas,Casual,44,3,87.26,0.2,17.45,209.43
I02234,O00869,P0009,Nike Formal Pro,Nike,Formal,36,3,261.69,0,0.00,785.07
I02235,O00869,P0003,Nike Running Classic,Nike,Running,36,3,157.33,0,0.00,471.99
I02236,O00869,P0007,Nike Formal Classic,Nike,Formal,41,1,186.68,0,0.00,186.68
I02237,O00869,P0171,Clarks Formal Classic,Clarks,Formal,45,1,76.64,0,0.00,76.64
I02238,O00870,P0138,Timberland Sports Pro,Timberland,Sports,36,2,236.86,0.2,47.37,378.98
I02239,O00870,P0166,Clarks Casual Pro,Clarks,Casual,45,3,173.51,0.2,34.70,416.43
I02240,O00871,P0130,Timberland Casual Classic,Timberland,Casual,40,2,145.21,0.2,29.04,232.34
I02241,O00871,P0166,Clarks Casual Pro,Clarks,Casual,37,1,173.51,0.2,34.70,138.81
I02242,O00871,P0075,New Balance Running Classic,New Balance,Running,38,3,230.76,0.2,46.15,553.83
I02243,O00872,P0020,Adidas Running Classic,Adidas,Running,45,3,245.2,0.2,49.04,588.48
I02244,O00872,P0039,Puma Running Classic,Puma,Running,41,1,84.43,0.2,16.89,67.54
I02245,O00872,P0045,Puma Formal Pro,Puma,Formal,43,2,233.45,0.2,46.69,373.52
I02246,O00872,P0074,New Balance Running Pro,New Balance,Running,44,1,274.18,0.2,54.84,219.34
I02247,O00873,P0170,Clarks Formal Pro,Clarks,Formal,39,2,135.46,0,0.00,270.92
I02248,O00874,P0136,Timberland Sports Classic,Timberland,Sports,45,2,105.48,0,0.00,210.96
I02249,O00874,P0039,Puma Running Classic,Puma,Running,39,1,84.43,0,0.00,84.43
I02250,O00874,P0104,Vans Sandals Pro,Vans,Sandals,38,2,223.99,0,0.00,447.98
I02251,O00875,P0080,New Balance Formal Pro,New Balance,Formal,42,3,197.43,0,0.00,592.29
I02252,O00875,P0044,Puma Formal Classic,Puma,Formal,36,3,85.9,0,0.00,257.7
I02253,O00876,P0106,Vans Boots Pro,Vans,Boots,45,2,101.39,0,0.00,202.78
I02254,O00876,P0155,Skechers Sports Pro,Skechers,Sports,36,2,180.37,0,0.00,360.74
I02255,O00876,P0158,Skechers Sandals Pro,Skechers,Sandals,44,3,148.87,0,0.00,446.61
I02256,O00876,P0143,Timberland Boots Classic,Timberland,Boots,38,1,198.02,0,0.00,198.02
I02257,O00877,P0136,Timberland Sports Classic,Timberland,Sports,44,1,105.48,0.2,21.10,84.38
I02258,O00878,P0064,Reebok Sports Pro,Reebok,Sports,39,2,131.53,0.05,6.58,249.9
I02259,O00878,P0133,Timberland Formal Pro,Timberland,Formal,37,3,53.38,0.05,2.67,152.13
I02260,O00878,P0050,Puma Sandals Classic,Puma,Sandals,40,2,174.83,0.05,8.74,332.18
I02261,O00879,P0076,New Balance Casual Pro,New Balance,Casual,38,3,73.12,0.15,10.97,186.45
I02262,O00880,P0063,Reebok Formal Classic,Reebok,Formal,44,2,242.1,0,0.00,484.2
I02263,O00880,P0108,Vans Boots Pro,Vans,Boots,39,2,98.67,0,0.00,197.34
I02264,O00880,P0034,Adidas Boots Classic,Adidas,Boots,40,1,154.8,0,0.00,154.8
I02265,O00881,P0100,Vans Sports Pro,Vans,Sports,36,2,75.37,0.15,11.31,128.12
I02266,O00881,P0041,Puma Casual Classic,Puma,Casual,42,1,103.61,0.15,15.54,88.07
I02267,O00881,P0091,Vans Running Pro,Vans,Running,41,1,87.71,0.15,13.16,74.55
I02268,O00881,P0096,Vans Casual Classic,Vans,Casual,44,2,68.69,0.15,10.30,116.78
I02269,O00882,P0079,New Balance Formal Classic,New Balance,Formal,40,2,49.37,0.05,2.47,93.8
I02270,O00882,P0106,Vans Boots Pro,Vans,Boots,45,3,101.39,0.05,5.07,288.96
I02271,O00883,P0143,Timberland Boots Classic,Timberland,Boots,44,3,198.02,0,0.00,594.06
I02272,O00884,P0179,Clarks Boots Pro,Clarks,Boots,41,3,89.95,0.1,9.00,242.88
I02273,O00884,P0016,Nike Boots Classic,Nike,Boots,40,1,242.75,0.1,24.28,218.48
I02274,O00884,P0173,Clarks Sports Classic,Clarks,Sports,36,3,175.02,0.1,17.50,472.56
I02275,O00885,P0135,Timberland Formal Classic,Timberland,Formal,41,3,163.29,0,0.00,489.87
I02276,O00885,P0066,Reebok Sports Pro,Reebok,Sports,37,3,120.88,0,0.00,362.64
I02277,O00886,P0154,Skechers Sports Pro,Skechers,Sports,43,3,170.08,0.15,25.51,433.71
I02278,O00886,P0117,Converse Formal Pro,Converse,Formal,37,3,160.02,0.15,24.00,408.06
I02279,O00887,P0174,Clarks Sports Pro,Clarks,Sports,39,2,207.55,0.15,31.13,352.84
I02280,O00887,P0051,Puma Sandals Classic,Puma,Sandals,42,1,167.23,0.15,25.08,142.15
I02281,O00888,P0020,Adidas Running Classic,Adidas,Running,44,3,245.2,0.15,36.78,625.26
I02282,O00888,P0022,Adidas Casual Pro,Adidas,Casual,41,2,95.55,0.15,14.33,162.44
I02283,O00889,P0007,Nike Formal Classic,Nike,Formal,42,2,186.68,0,0.00,373.36
I02284,O00889,P0008,Nike Formal Pro,Nike,Formal,44,1,107,0,0.00,107
I02285,O00889,P0151,Skechers Formal Pro,Skechers,Formal,45,1,86.04,0,0.00,86.04
I02286,O00889,P0028,Adidas Sports Classic,Adidas,Sports,36,3,267.44,0,0.00,802.32
I02287,O00890,P0073,New Balance Running Pro,New Balance,Running,42,3,173.47,0.15,26.02,442.35
I02288,O00890,P0153,Skechers Formal Classic,Skechers,Formal,45,1,130.96,0.15,19.64,111.32
I02289,O00890,P0031,Adidas Sandals Classic,Adidas,Sandals,39,3,137.65,0.15,20.65,351
I02290,O00891,P0155,Skechers Sports Pro,Skechers,Sports,45,3,180.37,0,0.00,541.11
I02291,O00891,P0019,Adidas Running Classic,Adidas,Running,37,2,183.96,0,0.00,367.92
I02292,O00891,P0032,Adidas Sandals Pro,Adidas,Sandals,40,3,240.85,0,0.00,722.55
I02293,O00892,P0105,Vans Sandals Pro,Vans,Sandals,45,1,217.4,0,0.00,217.4
I02294,O00892,P0050,Puma Sandals Classic,Puma,Sandals,44,3,174.83,0,0.00,524.49
I02295,O00892,P0044,Puma Formal Classic,Puma,Formal,37,1,85.9,0,0.00,85.9
I02296,O00892,P0041,Puma Casual Classic,Puma,Casual,43,1,103.61,0,0.00,103.61
I02297,O00893,P0179,Clarks Boots Pro,Clarks,Boots,42,3,89.95,0,0.00,269.85
I02298,O00893,P0076,New Balance Casual Pro,New Balance,Casual,36,3,73.12,0,0.00,219.36
I02299,O00893,P0034,Adidas Boots Classic,Adidas,Boots,36,2,154.8,0,0.00,309.6
I02300,O00893,P0134,Timberland Formal Classic,Timberland,Formal,39,2,132.85,0,0.00,265.7
I02301,O00894,P0025,Adidas Formal Classic,Adidas,Formal,36,1,153.76,0.15,23.06,130.7
I02302,O00894,P0030,Adidas Sports Pro,Adidas,Sports,36,1,169.08,0.15,25.36,143.72
I02303,O00894,P0033,Adidas Sandals Pro,Adidas,Sandals,39,3,126.62,0.15,18.99,322.89
I02304,O00894,P0110,Converse Running Classic,Converse,Running,42,2,168.23,0.15,25.23,286
I02305,O00895,P0117,Converse Formal Pro,Converse,Formal,41,1,160.02,0.15,24.00,136.02
I02306,O00896,P0014,Nike Sandals Classic,Nike,Sandals,44,3,62.88,0,0.00,188.64
I02307,O00896,P0111,Converse Running Classic,Converse,Running,42,1,88.05,0,0.00,88.05
I02308,O00897,P0037,Puma Running Classic,Puma,Running,40,2,162.79,0.15,24.42,276.74
I02309,O00897,P0160,Skechers Boots Classic,Skechers,Boots,36,3,189.44,0.15,28.42,483.06
I02310,O00897,P0054,Puma Boots Classic,Puma,Boots,39,1,118.57,0.15,17.79,100.78
I02311,O00897,P0135,Timberland Formal Classic,Timberland,Formal,44,2,163.29,0.15,24.49,277.6
I02312,O00898,P0123,Converse Sandals Classic,Converse,Sandals,42,1,169.35,0,0.00,169.35
I02313,O00898,P0171,Clarks Formal Classic,Clarks,Formal,39,1,76.64,0,0.00,76.64
I02314,O00898,P0141,Timberland Sandals Pro,Timberland,Sandals,41,1,160.21,0,0.00,160.21
I02315,O00898,P0136,Timberland Sports Classic,Timberland,Sports,37,3,105.48,0,0.00,316.44
I02316,O00899,P0013,Nike Sandals Pro,Nike,Sandals,45,3,175.89,0.2,35.18,422.13
I02317,O00899,P0130,Timberland Casual Classic,Timberland,Casual,37,3,145.21,0.2,29.04,348.51
I02318,O00899,P0095,Vans Casual Classic,Vans,Casual,40,2,135.18,0.2,27.04,216.28
I02319,O00900,P0043,Puma Formal Pro,Puma,Formal,45,2,128.99,0.2,25.80,206.38
I02320,O00901,P0155,Skechers Sports Pro,Skechers,Sports,44,1,180.37,0.15,27.06,153.31
I02321,O00901,P0154,Skechers Sports Pro,Skechers,Sports,38,2,170.08,0.15,25.51,289.14
I02322,O00901,P0174,Clarks Sports Pro,Clarks,Sports,41,3,207.55,0.15,31.13,529.26
I02323,O00901,P0117,Converse Formal Pro,Converse,Formal,42,3,160.02,0.15,24.00,408.06
I02324,O00902,P0076,New Balance Casual Pro,New Balance,Casual,40,3,73.12,0,0.00,219.36
I02325,O00902,P0006,Nike Casual Pro,Nike,Casual,45,3,277.39,0,0.00,832.17
I02326,O00903,P0058,Reebok Casual Classic,Reebok,Casual,42,1,163.52,0.2,32.70,130.82
I02327,O00903,P0076,New Balance Casual Pro,New Balance,Casual,45,2,73.12,0.2,14.62,117
I02328,O00904,P0102,Vans Sports Classic,Vans,Sports,36,2,65.96,0,0.00,131.92
I02329,O00904,P0164,Clarks Running Classic,Clarks,Running,43,3,205.8,0,0.00,617.4
I02330,O00904,P0031,Adidas Sandals Classic,Adidas,Sandals,39,1,137.65,0,0.00,137.65
I02331,O00904,P0118,Converse Sports Pro,Converse,Sports,44,2,199.3,0,0.00,398.6
I02332,O00905,P0063,Reebok Formal Classic,Reebok,Formal,44,1,242.1,0.15,36.32,205.79
I02333,O00905,P0134,Timberland Formal Classic,Timberland,Formal,40,1,132.85,0.15,19.93,112.92
I02334,O00906,P0112,Converse Casual Pro,Converse,Casual,42,1,243.69,0.1,24.37,219.32
I02335,O00906,P0088,New Balance Boots Classic,New Balance,Boots,41,3,158.09,0.1,15.81,426.84
I02336,O00906,P0008,Nike Formal Pro,Nike,Formal,38,3,107,0.1,10.70,288.9
I02337,O00906,P0141,Timberland Sandals Pro,Timberland,Sandals,40,2,160.21,0.1,16.02,288.38
I02338,O00907,P0019,Adidas Running Classic,Adidas,Running,42,2,183.96,0.15,27.59,312.74
I02339,O00907,P0056,Reebok Running Classic,Reebok,Running,38,1,256.82,0.15,38.52,218.3
I02340,O00907,P0004,Nike Casual Pro,Nike,Casual,44,1,237.18,0.15,35.58,201.6
I02341,O00907,P0144,Timberland Boots Pro,Timberland,Boots,45,2,119.7,0.15,17.96,203.5
I02342,O00908,P0039,Puma Running Classic,Puma,Running,44,2,84.43,0.1,8.44,151.98
I02343,O00908,P0062,Reebok Formal Classic,Reebok,Formal,36,2,106.93,0.1,10.69,192.48
I02344,O00908,P0151,Skechers Formal Pro,Skechers,Formal,38,1,86.04,0.1,8.60,77.44
I02345,O00909,P0101,Vans Sports Classic,Vans,Sports,37,2,226.05,0.1,22.61,406.88
I02346,O00910,P0157,Skechers Sandals Pro,Skechers,Sandals,36,1,256.94,0.2,51.39,205.55
I02347,O00910,P0086,New Balance Sandals Classic,New Balance,Sandals,42,1,143.9,0.2,28.78,115.12
I02348,O00911,P0083,New Balance Sports Pro,New Balance,Sports,38,2,108.54,0,0.00,217.08
I02349,O00911,P0014,Nike Sandals Classic,Nike,Sandals,44,3,62.88,0,0.00,188.64
I02350,O00911,P0117,Converse Formal Pro,Converse,Formal,45,1,160.02,0,0.00,160.02
I02351,O00912,P0072,Reebok Boots Pro,Reebok,Boots,43,1,119.16,0.15,17.87,101.29
I02352,O00912,P0070,Reebok Boots Pro,Reebok,Boots,43,2,172.11,0.15,25.82,292.58
I02353,O00913,P0104,Vans Sandals Pro,Vans,Sandals,38,3,223.99,0.15,33.60,571.17
I02354,O00913,P0106,Vans Boots Pro,Vans,Boots,38,3,101.39,0.15,15.21,258.54
I02355,O00914,P0042,Puma Casual Classic,Puma,Casual,45,3,49.88,0,0.00,149.64
I02356,O00915,P0018,Nike Boots Classic,Nike,Boots,39,1,83.62,0,0.00,83.62
I02357,O00916,P0103,Vans Sandals Pro,Vans,Sandals,37,3,131.97,0,0.00,395.91
I02358,O00916,P0028,Adidas Sports Classic,Adidas,Sports,36,2,267.44,0,0.00,534.88
I02359,O00916,P0120,Converse Sports Pro,Converse,Sports,38,1,206.17,0,0.00,206.17
I02360,O00917,P0109,Converse Running Pro,Converse,Running,41,3,197.63,0,0.00,592.89
I02361,O00917,P0061,Reebok Formal Pro,Reebok,Formal,43,1,131.13,0,0.00,131.13
I02362,O00918,P0115,Converse Formal Pro,Converse,Formal,40,3,139.28,0,0.00,417.84
I02363,O00918,P0020,Adidas Running Classic,Adidas,Running,40,2,245.2,0,0.00,490.4
I02364,O00918,P0171,Clarks Formal Classic,Clarks,Formal,36,3,76.64,0,0.00,229.92
I02365,O00919,P0131,Timberland Casual Classic,Timberland,Casual,40,2,161.61,0,0.00,323.22
I02366,O00919,P0012,Nike Sports Classic,Nike,Sports,36,2,160.99,0,0.00,321.98
I02367,O00919,P0025,Adidas Formal Classic,Adidas,Formal,43,1,153.76,0,0.00,153.76
I02368,O00920,P0037,Puma Running Classic,Puma,Running,43,2,162.79,0,0.00,325.58
I02369,O00921,P0024,Adidas Casual Pro,Adidas,Casual,44,3,117.98,0.15,17.70,300.84
I02370,O00921,P0126,Converse Boots Classic,Converse,Boots,37,1,50.24,0.15,7.54,42.7
I02371,O00922,P0126,Converse Boots Classic,Converse,Boots,42,1,50.24,0,0.00,50.24
I02372,O00922,P0176,Clarks Sandals Classic,Clarks,Sandals,44,1,242.24,0,0.00,242.24
I02373,O00922,P0156,Skechers Sports Pro,Skechers,Sports,37,1,220.07,0,0.00,220.07
I02374,O00922,P0113,Converse Casual Classic,Converse,Casual,38,3,168.62,0,0.00,505.86
I02375,O00923,P0116,Converse Formal Pro,Converse,Formal,44,3,48.53,0.1,4.85,131.04
I02376,O00923,P0006,Nike Casual Pro,Nike,Casual,42,3,277.39,0.1,27.74,748.95
I02377,O00923,P0127,Timberland Running Pro,Timberland,Running,37,2,163.31,0.1,16.33,293.96
I02378,O00923,P0180,Clarks Boots Pro,Clarks,Boots,43,2,207.68,0.1,20.77,373.82
I02379,O00924,P0038,Puma Running Classic,Puma,Running,44,2,166.96,0.2,33.39,267.14
I02380,O00924,P0004,Nike Casual Pro,Nike,Casual,37,1,237.18,0.2,47.44,189.74
I02381,O00924,P0094,Vans Casual Classic,Vans,Casual,38,3,142.26,0.2,28.45,341.43
I02382,O00924,P0001,Nike Running Classic,Nike,Running,39,1,128.64,0.2,25.73,102.91
I02383,O00925,P0169,Clarks Formal Classic,Clarks,Formal,44,2,104.37,0.15,15.66,177.42
I02384,O00925,P0094,Vans Casual Classic,Vans,Casual,37,2,142.26,0.15,21.34,241.84
I02385,O00925,P0004,Nike Casual Pro,Nike,Casual,40,3,237.18,0.15,35.58,604.8
I02386,O00926,P0084,New Balance Sports Pro,New Balance,Sports,42,3,34.31,0,0.00,102.93
I02387,O00927,P0156,Skechers Sports Pro,Skechers,Sports,40,3,220.07,0.1,22.01,594.18
I02388,O00928,P0085,New Balance Sandals Classic,New Balance,Sandals,45,1,211.95,0.2,42.39,169.56
I02389,O00929,P0034,Adidas Boots Classic,Adidas,Boots,45,3,154.8,0.15,23.22,394.74
I02390,O00929,P0077,New Balance Casual Pro,New Balance,Casual,44,3,101.26,0.15,15.19,258.21
